Tip ID,Average Growth Rate (µm/s)
2136,1.276
2137,1.317
2138,2.549
2139,1.530
2140,3.347
2141,0.000
2142,1.553
2143,0.000
2144,0.000
2145,2.689
2146,0.836
2147,0.992
2148,1.144
2149,2.335
2150,1.777
2151,1.877
2152,1.712
2153,2.885
2154,2.677
2155,4.402
2156,0.917
2157,0.905
2158,1.372
2159,0.000
2160,1.768
2161,1.275
2162,0.000
2163,1.852
2164,2.233
2165,2.223
2166,2.878
2167,1.774
2168,1.863
2169,0.000
2170,0.000
2171,3.158
2172,0.000
2173,0.888
2174,1.483
2175,5.911
2176,0.000
2177,2.999
2178,0.000
2179,0.770
2180,3.041
2181,2.582
2182,3.275
2183,2.670
2184,3.191
2185,3.240
2186,1.803
2187,2.200
2188,0.000
2189,2.427
2190,2.000
2191,3.526
2192,3.395
2193,1.524
2194,2.855
2195,3.324
2196,0.000
2197,1.000
2198,0.000
2199,0.000
2200,0.000
2201,0.000
2202,1.434
2203,1.646
2204,4.997
2205,1.560
2206,1.804
2207,0.000
2208,0.968
2209,3.905
2210,2.276
2211,0.000
2212,0.000
2213,0.000
2214,2.176
2215,1.917
2216,2.086
2217,0.771
2218,0.512
2219,6.185
2220,0.000
2221,1.746
2222,2.173
2223,2.553
2224,0.000
2225,1.435
2226,0.527
2227,3.509
2228,2.403
2229,0.000
2230,1.547
2231,3.067
2232,1.500
2233,1.820
2234,0.791
2235,0.000
2236,1.270
2237,1.815
2238,0.585
2239,0.000
2240,0.914
2241,2.176
2242,0.000
2243,0.000
2244,1.335
2245,2.821
2246,1.292
2247,4.495
2248,0.727
2249,2.235
2250,1.969
2251,1.849
2252,0.676
2253,1.820
2254,2.219
2255,1.404
2256,2.012
2257,1.186
2258,1.095
2259,1.853
2260,0.000
2261,0.487
2262,1.225
2263,1.288
2264,1.192
2265,1.198
2266,1.919
2267,1.770
2268,0.000
2269,1.358
2270,0.652
2271,1.059
2272,1.077
2273,1.088
2274,1.033
2275,2.706
2276,3.034
2277,2.358
2278,2.506
2279,1.554
2280,4.161
2281,0.000
2282,0.000
2283,3.045
2284,0.000
2285,3.558
2286,1.500
2287,2.103
2288,1.770
2289,3.176
2290,2.761
2291,2.239
2292,1.571
2293,1.661
2294,1.708
2295,2.083
2296,3.285
2297,2.155
2298,0.000
2299,0.000
2300,2.129
2301,4.739
2302,2.276
2303,2.708
2304,1.512
2305,3.037
2306,0.559
2307,1.806
2308,3.072
2309,3.078
2310,2.066
2311,2.523
2312,3.046
2313,3.766
2314,3.063
2315,3.260
2316,4.670
2317,3.420
2318,0.000
2319,2.550
2320,0.000
2321,2.260
2322,0.000
2323,1.803
2324,3.579
2325,2.223
2326,2.062
2327,0.000
2328,2.305
2329,2.438
2330,0.000
2331,2.204
2332,2.429
2333,1.898
2334,0.000
2335,1.891
2336,3.260
2337,0.000
2338,0.000
2339,2.550
2340,0.000
2341,0.786
2342,1.014
2343,0.797
2344,0.000
2345,0.000
2346,3.592
2347,2.287
2348,2.477
2349,0.479
2350,1.824
2351,5.256
2352,0.000
2353,1.803
2354,0.000
2355,1.177
2356,2.648
2357,1.466
2358,2.909
2359,0.000
2360,2.862
2361,1.416
2362,0.675
2363,0.000
2364,0.707
2365,0.000
2366,0.000
2367,3.536
2368,0.000
2369,0.708
2370,0.000
2371,3.824
2372,0.000
2373,0.000
2374,2.896
2375,0.000
2376,0.943
2377,0.000
2378,0.000
2379,1.111
2380,1.248
2381,1.861
2382,1.405
2383,1.396
2384,1.455
2385,0.000
2386,0.860
2387,1.754
2388,0.543
2389,0.000
2390,1.698
2391,1.205
2392,1.397
2393,1.752
2394,0.000
2395,1.568
2396,4.100
2397,1.032
2398,1.575
2399,0.988
2400,1.687
2401,0.520
2402,2.415
2403,0.300
2404,2.574
2405,1.637
2406,2.130
2407,0.853
2408,1.689
2409,0.000
2410,2.658
2411,5.092
2412,0.500
2413,0.865
2414,0.000
2415,0.000
2416,3.108
2417,0.000
2418,2.151
2419,2.178
2420,2.060
2421,2.109
2422,2.633
2423,1.310
2424,0.000
2425,2.193
2426,2.716
2427,2.413
2428,3.233
2429,2.636
2430,2.316
2431,2.258
2432,2.008
2433,2.464
2434,0.000
2435,3.123
2436,0.882
2437,3.127
2438,1.789
2439,1.695
2440,0.000
2441,0.000
2442,0.000
2443,2.255
2444,1.603
2445,0.000
2446,2.073
2447,0.309
2448,1.821
2449,4.530
2450,0.000
2451,4.171
2452,2.212
2453,1.719
2454,1.315
2455,0.000
2456,2.450
2457,1.015
2458,0.794
2459,0.909
2460,1.852
2461,1.778
2462,2.192
2463,5.827
2464,1.023
2465,2.291
2466,4.585
2467,0.000
2468,2.135
2469,0.395
2470,1.316
2471,1.000
2472,1.191
2473,3.691
2474,3.301
2475,0.000
2476,0.623
2477,0.465
2478,1.870
2479,0.000
2480,2.035
2481,1.021
2482,2.016
2483,1.506
2484,1.131
2485,2.850
2486,0.471
2487,1.348
2488,1.801
2489,1.408
2490,0.961
2491,1.348
2492,1.449
2493,2.264
2494,1.881
2495,2.272
2496,1.436
2497,0.723
2498,0.730
2499,2.461
2500,2.369
2501,0.863
2502,2.142
2503,2.199
2504,0.659
2505,4.020
2506,0.000
2507,0.000
2508,1.849
2509,5.757
2510,2.167
2511,1.580
2512,0.000
2513,3.208
2514,1.851
2515,0.000
2516,2.626
2517,2.060
2518,2.405
2519,2.532
2520,0.000
2521,0.000
2522,0.782
2523,3.129
2524,2.947
2525,3.219
2526,1.861
2527,1.858
2528,1.840
2529,0.000
2530,1.521
2531,0.000
2532,1.596
2533,0.000
2534,0.000
2535,0.000
2536,0.000
2537,0.000
2538,0.000
2539,1.886
2540,0.000
2541,0.000
2542,1.607
2543,0.000
2544,1.141
2545,0.000
2546,0.000
2547,1.888
2548,1.419
2549,0.000
2550,1.132
2551,2.500
2552,2.500
2553,1.101
2554,1.029
2555,1.140
2556,3.428
2557,1.744
2558,1.534
2559,0.000
2560,0.000
2561,2.475
2562,1.290
2563,1.462
2564,1.893
2565,1.225
2566,1.598
2567,0.551
2568,1.442
2569,0.654
2570,1.947
2571,1.989
2572,1.628
2573,1.056
2574,0.437
2575,1.084
2576,1.048
2577,1.274
2578,0.000
2579,1.035
2580,0.559
2581,1.904
2582,0.000
2583,1.032
2584,2.064
2585,1.717
2586,3.285
2587,1.445
2588,1.309
2589,0.579
2590,2.236
2591,2.850
2592,0.942
2593,3.860
2594,1.219
2595,0.000
2596,2.398
2597,1.305
2598,0.000
2599,1.985
2600,0.000
2601,1.158
2602,0.000
2603,0.000
2604,3.482
2605,1.958
2606,1.906
2607,0.000
2608,0.000
2609,3.010
2610,0.000
2611,0.000
2612,1.682
2613,2.583
2614,2.234
2615,1.576
2616,1.812
2617,1.931
2618,1.731
2619,3.162
2620,0.835
2621,3.288
2622,1.138
2623,2.236
2624,0.000
2625,0.000
2626,0.000
2627,0.000
2628,3.098
2629,0.000
2630,2.051
2631,1.010
2632,2.007
2633,0.000
2634,2.557
2635,2.665
2636,0.000
2637,0.000
2638,3.758
2639,0.000
2640,6.021
2641,0.000
2642,0.000
2643,2.016
2644,3.654
2645,1.292
2646,2.500
2647,0.791
2648,0.000
2649,0.000
2650,0.000
2651,3.482
2652,0.000
2653,0.000
2654,0.000
2655,0.000
2656,2.625
2657,0.000
2658,4.528
2659,1.904
2660,4.621
2661,0.000
2662,0.000
2663,0.000
2664,2.783
2665,1.735
2666,0.628
2667,0.646
2668,0.540
2669,2.033
2670,3.941
2671,2.030
2672,1.134
2673,1.076
2674,0.000
2675,2.236
2676,0.000
2677,0.000
2678,3.151
2679,0.000
2680,0.000
2681,1.798
2682,2.292
2683,1.516
2684,1.107
2685,1.705
2686,1.373
2687,0.000
2688,0.000
2689,2.766
2690,1.861
2691,1.272
2692,0.000
2693,1.456
2694,1.672
2695,1.550
2696,0.618
2697,0.530
2698,2.928
2699,0.862
2700,0.000
2701,1.727
2702,1.198
2703,3.083
2704,3.056
2705,3.269
2706,0.000
2707,3.081
2708,0.000
2709,2.479
2710,2.981
2711,2.861
2712,2.057
2713,2.306
2714,0.000
2715,1.803
2716,2.202
2717,2.101
2718,2.311
2719,2.186
2720,2.170
2721,2.341
2722,0.000
2723,0.000
2724,3.250
2725,0.000
2726,0.000
2727,2.131
2728,2.614
2729,2.688
2730,2.060
2731,2.974
2732,2.731
2733,2.541
2734,3.458
2735,0.898
2736,0.559
2737,0.886
2738,5.154
2739,5.256
2740,2.173
2741,3.918
2742,3.386
2743,1.167
2744,3.586
2745,0.000
2746,0.000
2747,1.181
2748,0.000
2749,2.299
2750,2.244
2751,0.000
2752,0.000
2753,0.000
2754,2.133
2755,3.362
2756,0.000
2757,3.611
2758,3.135
2759,2.136
2760,2.316
2761,2.396
2762,4.610
2763,2.239
2764,3.762
2765,1.656
2766,0.000
2767,0.791
2768,0.707
2769,0.880
2770,0.000
2771,2.105
2772,0.000
2773,1.314
2774,2.127
2775,2.016
2776,2.916
2777,0.000
2778,1.268
2779,1.384
2780,1.390
2781,0.000
2782,2.305
2783,0.000
2784,2.911
2785,0.000
2786,0.628
2787,0.947
2788,1.598
2789,0.000
2790,5.031
2791,1.635
2792,3.488
2793,1.368
2794,1.684
2795,1.968
2796,0.000
2797,2.257
2798,0.000
2799,2.054
2800,0.000
2801,1.608
2802,2.013
2803,0.877
2804,0.000
2805,1.014
2806,0.250
2807,0.658
2808,3.717
2809,4.257
2810,1.203
2811,1.025
2812,1.905
2813,0.000
2814,1.494
2815,0.000
2816,0.000
2817,1.252
2818,1.174
2819,3.091
2820,0.000
2821,0.000
2822,0.000
2823,1.000
2824,1.378
2825,0.000
2826,1.181
2827,1.932
2828,1.705
2829,0.000
2830,1.938
2831,2.393
2832,2.751
2833,3.070
2834,2.994
2835,0.000
2836,0.901
2837,1.977
2838,2.998
2839,0.000
2840,2.154
2841,3.444
2842,1.531
2843,1.334
2844,5.303
2845,2.807
2846,2.147
2847,0.285
2848,2.944
2849,0.000
2850,0.000
2851,2.988
2852,0.000
2853,1.912
2854,0.000
2855,2.449
2856,2.150
2857,2.222
2858,0.000
2859,0.000
2860,0.000
2861,0.976
2862,3.717
2863,1.484
2864,0.000
2865,0.000
2866,0.000
2867,6.755
2868,1.357
2869,0.791
2870,4.008
2871,0.000
2872,0.000
2873,0.000
2874,1.618
2875,0.665
2876,2.066
2877,1.280
2878,2.463
2879,1.112
2880,0.955
2881,0.000
2882,0.354
2883,1.961
2884,0.000
2885,1.605
2886,1.499
2887,0.597
2888,0.000
2889,0.897
2890,1.919
2891,2.852
2892,2.094
2893,0.440
2894,2.158
2895,1.758
2896,0.568
2897,1.360
2898,2.276
2899,1.908
2900,0.375
2901,2.725
2902,1.798
2903,4.924
2904,0.963
2905,2.264
2906,0.250
2907,1.572
2908,1.657
2909,1.634
2910,1.267
2911,1.728
2912,1.069
2913,0.000
2914,1.345
2915,3.758
2916,1.783
2917,1.577
2918,0.819
2919,3.660
2920,0.000
2921,2.036
2922,3.289
2923,3.607
2924,2.016
2925,3.199
2926,2.384
2927,1.439
2928,2.333
2929,2.706
2930,1.643
2931,0.000
2932,1.851
2933,0.000
2934,0.000
2935,0.000
2936,2.644
2937,0.850
2938,1.415
2939,0.833
2940,2.505
2941,1.517
2942,3.230
2943,0.000
2944,2.704
2945,1.577
2946,2.003
2947,0.857
2948,0.559
2949,2.874
2950,2.140
2951,1.925
2952,2.233
2953,0.884
2954,1.711
2955,1.971
2956,0.000
2957,2.178
2958,1.505
2959,0.000
2960,0.000
2961,1.271
2962,4.154
2963,1.682
2964,1.318
2965,2.074
2966,1.495
2967,1.505
2968,0.000
2969,0.000
2970,1.147
2971,1.829
2972,0.000
2973,2.005
2974,1.963
2975,2.312
2976,0.000
2977,3.021
2978,1.764
2979,2.661
2980,2.341
2981,2.255
2982,3.379
2983,2.483
2984,2.259
2985,1.250
2986,3.920
2987,3.092
2988,0.000
2989,0.000
2990,2.523
2991,0.000
2992,3.166
2993,0.000
2994,4.581
2995,5.750
2996,0.000
2997,2.888
2998,3.592
2999,1.618
3000,0.000
3001,0.000
3002,0.000
3003,1.250
3004,0.000
3005,2.352
3006,1.500
3007,0.000
3008,1.133
3009,0.000
3010,0.000
3011,3.019
3012,0.000
3013,0.000
3014,1.790
3015,0.000
3016,0.341
3017,2.873
3018,0.000
3019,1.690
3020,0.000
3021,1.344
3022,1.213
3023,1.585
3024,0.000
3025,2.083
3026,0.572
3027,0.795
3028,2.930
3029,2.224
3030,2.083
3031,2.080
3032,1.851
3033,2.099
3034,1.861
3035,0.000
3036,0.862
3037,0.000
3038,1.567
3039,1.697
3040,1.121
3041,1.606
3042,0.000
3043,1.317
3044,1.416
3045,3.307
3046,0.000
3047,0.000
3048,0.000
3049,2.765
3050,2.976
3051,2.585
3052,2.580
3053,0.000
3054,2.180
3055,0.000
3056,0.979
3057,0.000
3058,1.388
3059,1.941
3060,2.142
3061,0.973
3062,1.654
3063,0.000
3064,0.000
3065,0.000
3066,0.000
3067,0.000
3068,3.201
3069,3.233
3070,2.071
3071,4.365
3072,0.000
3073,0.000
3074,0.732
3075,0.000
3076,1.499
3077,1.458
3078,0.839
3079,1.860
3080,1.537
3081,0.000
3082,0.862
3083,1.861
3084,0.000
3085,0.000
3086,0.000
3087,0.000
3088,0.375
3089,0.000
3090,1.668
3091,0.765
3092,3.400
3093,2.054
3094,0.000
3095,0.000
3096,1.865
3097,1.543
3098,2.602
3099,1.812
3100,2.805
3101,0.693
3102,0.000
3103,0.000
3104,1.944
3105,0.500
3106,0.500
3107,1.287
3108,0.456
3109,1.118
3110,2.464
3111,1.883
3112,1.093
3113,1.647
3114,1.126
3115,0.709
3116,0.500
3117,1.907
3118,2.024
3119,1.942
3120,0.583
3121,0.000
3122,0.000
3123,1.404
3124,3.832
3125,0.000
3126,4.442
3127,2.219
3128,1.521
3129,2.202
3130,0.000
3131,1.601
3132,0.000
3133,0.436
3134,0.000
3135,0.354
3136,1.894
3137,2.772
3138,0.981
3139,0.707
3140,2.513
3141,1.505
3142,4.191
3143,0.000
3144,0.000
3145,1.254
3146,0.000
3147,0.456
3148,6.175
3149,1.472
3150,1.034
3151,1.458
3152,1.266
3153,2.723
3154,0.000
3155,0.427
3156,1.056
3157,0.000
3158,2.064
3159,1.381
3160,0.000
3161,0.000
3162,1.433
3163,1.239
3164,2.122
3165,2.761
3166,3.021
3167,2.576
3168,1.752
3169,2.306
3170,3.636
3171,0.000
3172,0.000
3173,3.483
3174,2.533
3175,2.084
3176,0.000
3177,0.000
3178,1.185
3179,0.000
3180,1.535
3181,1.828
3182,0.000
3183,4.562
3184,1.339
3185,3.293
3186,1.416
3187,1.255
3188,1.055
3189,0.000
3190,1.468
3191,3.906
3192,0.375
3193,0.000
3194,0.000
3195,2.305
3196,0.000
3197,0.000
3198,0.354
3199,0.000
3200,1.000
3201,3.092
3202,1.262
3203,0.000
3204,0.000
3205,0.000
3206,0.000
3207,2.684
3208,0.000
3209,0.405
3210,1.870
3211,1.521
3212,1.082
3213,0.000
3214,2.693
3215,1.366
3216,2.264
3217,0.000
3218,1.826
3219,0.395
3220,0.000
3221,0.000
3222,0.000
3223,0.000
3224,0.000
3225,1.137
3226,0.000
3227,1.012
3228,0.000
3229,0.000
3230,0.000
3231,1.737
3232,2.440
3233,3.640
3234,0.000
3235,0.000
3236,0.953
3237,0.000
3238,0.000
3239,0.000
3240,0.000
3241,0.250
3242,2.305
3243,1.803
3244,1.581
3245,0.000
3246,0.000
3247,0.000
3248,0.000
3249,0.000
3250,0.000
3251,2.075
3252,0.000
3253,2.875
3254,1.659
3255,3.400
3256,5.521
3257,0.000
3258,0.000
3259,0.000
3260,0.000
3261,1.250
3262,0.000
3263,2.264
3264,0.000
3265,2.372
3266,0.000
3267,3.606
3268,3.041
3269,3.182
3270,3.021
3271,2.136
3272,1.601
3273,1.750
3274,0.000
3275,0.559
3276,0.559
3277,0.000
3278,0.000
3279,0.000
3280,0.000
3281,0.000
3282,0.000
3283,0.000
3284,0.000
3285,0.000
3286,0.000
3287,0.000
3288,0.000
3289,0.000
3290,0.000
3291,3.881
3292,1.414
3293,0.000
3294,1.275
3295,2.850
3296,0.000
3297,0.750
3298,1.346
3299,2.136
3300,2.236
3301,0.000
3302,0.000
3303,0.000
3304,0.000
3305,0.000
3306,0.000
3307,0.000
3308,0.000
3309,0.000
3310,0.000
3311,0.000
3312,0.000
3313,0.000
3314,0.000
3315,0.000
3316,0.000
3317,0.000
3318,0.000
3319,0.000
3320,0.000
3321,0.000
3322,0.000
3323,0.000
3324,0.000
3325,0.000
3326,0.000
3327,0.000
3328,0.000
3329,0.000
3330,0.000
3331,0.000
3332,0.000
3333,0.000
3334,0.000
3335,0.000
3336,0.000
3337,0.000
3338,0.000
3339,0.000
3340,0.000
3341,0.000
3342,0.000
3343,0.000
3344,0.000
3345,0.000
3346,0.000
3347,0.000
3348,0.000
3349,0.000
3350,0.000
3351,0.000
3352,0.000
3353,0.000
3354,0.000
3355,0.000
3356,0.000
3357,0.000
3358,0.000
3359,0.000
3360,0.000
3361,0.000
3362,0.000
3363,0.000
3364,0.000
3365,0.000
3366,0.000
3367,0.000
3368,0.000
3369,0.000
3370,0.000
3371,0.000
3372,0.000
3373,0.000
3374,0.000
3375,0.000
3376,0.000
3377,0.000
3378,0.000
3379,0.000
3380,0.000
3381,0.000
3382,0.000
3383,0.000
3384,0.000
3385,0.000
3386,0.000
3387,0.000
3388,0.000
3389,0.000
3390,0.000
3391,0.000
3392,0.000
3393,0.000
3394,0.000
3395,0.000
3396,0.000
3397,0.000
3398,0.000
3399,0.000
3400,0.000
3401,0.000
3402,0.000
3403,0.000
3404,0.000
3405,0.000
3406,0.000
3407,0.000
3408,0.000
3409,0.000
3410,0.000
3411,0.000
3412,0.000
3413,0.000
3414,0.000
3415,0.000
3416,0.000
3417,0.000
3418,0.000
3419,0.000
3420,0.000
3421,0.000
3422,0.000
3423,0.000
3424,0.000
3425,0.000
3426,0.000
3427,0.000
3428,0.000
3429,0.000
3430,0.000
3431,0.000
3432,0.000

General Average Growth Rate,1.730
